"Fitness", "Generation", "Variable", "Value"
4.363751064916618, 75, Population, 0.21003788740082552
4.363751064916618, 75, Renovation Cycle, 0.9984433708475987
4.363751064916618, 75, Energy Intensity, 0.1688410353504598
4.363751064916618, 75, Typesplit and Splitshare, 0.40000011683060577
4.363751064916618, 75, Dwelling, 0.2141488761692355
5.241448085858828, 99, Population, 0.07944055688070162
5.241448085858828, 99, Renovation Cycle, 0.8202183334750189
5.241448085858828, 99, Energy Intensity, 0.21329380957020483
5.241448085858828, 99, Typesplit and Splitshare, 0.9963575846377846
5.241448085858828, 99, Dwelling, 0.4186785807793827
5.312514905959138, 59, Population, 0.1305967534936986
5.312514905959138, 59, Renovation Cycle, 0.10568360610464533
5.312514905959138, 59, Energy Intensity, 0.12996942456526817
5.312514905959138, 59, Typesplit and Splitshare, 0.9860941016693505
5.312514905959138, 59, Dwelling, 0.8562404807389676
5.315683929548969, 83, Population, 0.1526313808169656
5.315683929548969, 83, Renovation Cycle, 0.023569035399847893
5.315683929548969, 83, Energy Intensity, 0.19228399228813853
5.315683929548969, 83, Typesplit and Splitshare, 0.9865324304380813
5.315683929548969, 83, Dwelling, 0.6419506345740426
5.250069025038087, 74, Population, 0.0037426855709933315
5.250069025038087, 74, Renovation Cycle, 0.0030554606109919336
5.250069025038087, 74, Energy Intensity, 0.03353960110667009
5.250069025038087, 74, Typesplit and Splitshare, 0.9971280599199985
5.250069025038087, 74, Dwelling, 0.6036679122184736
7.718127798554278, 93, Population, 0.9642136541925025
7.718127798554278, 93, Renovation Cycle, 0.8019116864678509
7.718127798554278, 93, Energy Intensity, 0.04155514457060372
7.718127798554278, 93, Typesplit and Splitshare, 0.9801369381135072
7.718127798554278, 93, Dwelling, 0.23510102144871736
5.062267547949241, 79, Population, 0.1450525305892223
5.062267547949241, 79, Renovation Cycle, 0.595274224838702
5.062267547949241, 79, Energy Intensity, 0.23713485797851708
5.062267547949241, 79, Typesplit and Splitshare, 0.16933351413510045
5.062267547949241, 79, Dwelling, 0.8202809320124859
13.238273578938525, 92, Population, 0.9729290286926412
13.238273578938525, 92, Renovation Cycle, 0.9611944188969233
13.238273578938525, 92, Energy Intensity, 0.09371822170586752
13.238273578938525, 92, Typesplit and Splitshare, 0.5831264104008195
13.238273578938525, 92, Dwelling, 0.7875931677739749
4.855128944783297, 90, Population, 0.002601101005807349
4.855128944783297, 90, Renovation Cycle, 0.7586111541999331
4.855128944783297, 90, Energy Intensity, 0.06415423523217934
4.855128944783297, 90, Typesplit and Splitshare, 0.295492878053045
4.855128944783297, 90, Dwelling, 0.9448365286796324
5.333970119217177, 57, Population, 0.1452270301951255
5.333970119217177, 57, Renovation Cycle, 0.22611970956090088
5.333970119217177, 57, Energy Intensity, 0.20862666297128218
5.333970119217177, 57, Typesplit and Splitshare, 0.9952227678543174
5.333970119217177, 57, Dwelling, 0.5194103587334887
5.288387390164109, 64, Population, 0.048571664428282424
5.288387390164109, 64, Renovation Cycle, 0.039868008833798374
5.288387390164109, 64, Energy Intensity, 0.13056899470752215
5.288387390164109, 64, Typesplit and Splitshare, 0.9909783706301938
5.288387390164109, 64, Dwelling, 0.34937230611897696
5.2673690617884565, 53, Population, 0.010481430246070067
5.2673690617884565, 53, Renovation Cycle, 0.7361403461992458
5.2673690617884565, 53, Energy Intensity, 0.05297810695089655
5.2673690617884565, 53, Typesplit and Splitshare, 0.45611734770872825
5.2673690617884565, 53, Dwelling, 0.5910355648181155
5.28662993414049, 34, Population, 0.04247313776916806
5.28662993414049, 34, Renovation Cycle, 0.5416335410467276
5.28662993414049, 34, Energy Intensity, 0.16301726854231224
5.28662993414049, 34, Typesplit and Splitshare, 0.9472803050239483
5.28662993414049, 34, Dwelling, 0.16215307413744184
5.824532686763439, 43, Population, 0.9519704358289717
5.824532686763439, 43, Renovation Cycle, 0.2712588410439787
5.824532686763439, 43, Energy Intensity, 0.4990218830682297
5.824532686763439, 43, Typesplit and Splitshare, 0.5831700312798775
5.824532686763439, 43, Dwelling, 0.17923077949749178
5.158410352833107, 50, Population, 0.1454505092767392
5.158410352833107, 50, Renovation Cycle, 0.03708229113023753
5.158410352833107, 50, Energy Intensity, 0.12496270598499692
5.158410352833107, 50, Typesplit and Splitshare, 0.27458318503078716
5.158410352833107, 50, Dwelling, 0.05759852105441898
5.333956711396938, 83, Population, 0.03307518500211459
5.333956711396938, 83, Renovation Cycle, 0.43054607377690224
5.333956711396938, 83, Energy Intensity, 0.03476101821358102
5.333956711396938, 83, Typesplit and Splitshare, 0.9992923298995693
5.333956711396938, 83, Dwelling, 0.8331875332860595
5.137932675012419, 90, Population, 0.051166038685167115
5.137932675012419, 90, Renovation Cycle, 0.3382017310822236
5.137932675012419, 90, Energy Intensity, 0.06625070072514838
5.137932675012419, 90, Typesplit and Splitshare, 0.020701934148595558
5.137932675012419, 90, Dwelling, 0.18300302203976448
5.289391107346417, 59, Population, 0.04444981522301483
5.289391107346417, 59, Renovation Cycle, 0.38951528307965366
5.289391107346417, 59, Energy Intensity, 0.09814071729931595
5.289391107346417, 59, Typesplit and Splitshare, 0.9567832691993587
5.289391107346417, 59, Dwelling, 0.1394360084392946
5.065784660694288, 78, Population, 0.08547985159761406
5.065784660694288, 78, Renovation Cycle, 0.3791457482626994
5.065784660694288, 78, Energy Intensity, 0.17644770191740222
5.065784660694288, 78, Typesplit and Splitshare, 0.9529469495843221
5.065784660694288, 78, Dwelling, 0.4884133029137955
4.191321139635123, 35, Population, 0.07213604196761858
4.191321139635123, 35, Renovation Cycle, 0.41765366964897344
4.191321139635123, 35, Energy Intensity, 0.39922123337167237
4.191321139635123, 35, Typesplit and Splitshare, 0.9300416278156475
4.191321139635123, 35, Dwelling, 0.09554079437238183
4.013414933127186, 31, Population, 0.12215370360494615
4.013414933127186, 31, Renovation Cycle, 0.11587432577394596
4.013414933127186, 31, Energy Intensity, 0.07836105240968061
4.013414933127186, 31, Typesplit and Splitshare, 0.931158761219855
4.013414933127186, 31, Dwelling, 0.7185161156764489
5.233835690370125, 99, Population, 0.07100978301674543
5.233835690370125, 99, Renovation Cycle, 0.09468657002830594
5.233835690370125, 99, Energy Intensity, 0.05501152806253251
5.233835690370125, 99, Typesplit and Splitshare, 0.8715287984957646
5.233835690370125, 99, Dwelling, 0.44017134374900757
5.221419311385927, 96, Population, 0.021477546621768373
5.221419311385927, 96, Renovation Cycle, 0.3553762361717092
5.221419311385927, 96, Energy Intensity, 0.010748596922958598
5.221419311385927, 96, Typesplit and Splitshare, 0.05345265372891472
5.221419311385927, 96, Dwelling, 0.8291734332954777
5.131045739475489, 27, Population, 0.021118490039830795
5.131045739475489, 27, Renovation Cycle, 0.24488016404581436
5.131045739475489, 27, Energy Intensity, 0.11295714042573102
5.131045739475489, 27, Typesplit and Splitshare, 0.48513852000509916
5.131045739475489, 27, Dwelling, 0.49874615063820815
4.537911103409861, 45, Population, 0.0010611054631559647
4.537911103409861, 45, Renovation Cycle, 0.7843266606632837
4.537911103409861, 45, Energy Intensity, 0.15505557823583038
4.537911103409861, 45, Typesplit and Splitshare, 0.9998076152915901
4.537911103409861, 45, Dwelling, 0.0741780844716442
4.781127943813486, 33, Population, 0.011963973421529883
4.781127943813486, 33, Renovation Cycle, 0.24275298974838166
4.781127943813486, 33, Energy Intensity, 0.1852359134805711
4.781127943813486, 33, Typesplit and Splitshare, 0.4519809897248044
4.781127943813486, 33, Dwelling, 0.3562852486423326
4.686988174339565, 26, Population, 0.15219274815390837
4.686988174339565, 26, Renovation Cycle, 0.7527111905283962
4.686988174339565, 26, Energy Intensity, 0.030191006611401172
4.686988174339565, 26, Typesplit and Splitshare, 0.4530965904111961
4.686988174339565, 26, Dwelling, 0.3657116543930755
4.5590758980828, 48, Population, 0.02812771282021087
4.5590758980828, 48, Renovation Cycle, 0.7717818292851404
4.5590758980828, 48, Energy Intensity, 0.029687051024432698
4.5590758980828, 48, Typesplit and Splitshare, 0.883301335895589
4.5590758980828, 48, Dwelling, 0.5280411104394167
4.202746479506038, 17, Population, 0.055505940345359495
4.202746479506038, 17, Renovation Cycle, 0.3399658737571203
4.202746479506038, 17, Energy Intensity, 0.0730543346568141
4.202746479506038, 17, Typesplit and Splitshare, 0.8817422345790555
4.202746479506038, 17, Dwelling, 0.6547405230281961
5.266904274617379, 34, Population, 0.045077523726233415
5.266904274617379, 34, Renovation Cycle, 0.9718966885548759
5.266904274617379, 34, Energy Intensity, 0.05063898409322354
5.266904274617379, 34, Typesplit and Splitshare, 0.9832867969411381
5.266904274617379, 34, Dwelling, 0.2387536709368413